endInstructions.keys,endInstructions.rt,trials.label,trials.startVal,trials.startValSd,trials.stim_diam_degs,trials.SF,trials.TF,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,session,participant,date,expName,psychopyVersion,frameRate,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,6,23,start,4,lin,0.08225339680220434,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,7,24,start,4,lin,0.09426203715115578,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,7,25,start,4,lin,0.09426203715115578,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,7,26,start,4,lin,0.5932620371511558,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,7,27,start,4,lin,0.5932620371511558,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,8,28,start,4,lin,0.6044424794641969,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,8,29,start,4,lin,0.6044424794641969,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,8,30,start,4,lin,0.10544247946419692,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,8,31,start,4,lin,0.10544247946419692,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,9,32,start,4,lin,0.6149956036189853,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,9,33,start,4,lin,0.11599560361898531,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,9,34,start,4,lin,0.11599560361898531,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,9,35,start,4,lin,0.6149956036189853,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,10,36,start,4,lin,0.1260555732150089,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,10,37,start,4,lin,0.6250555732150089,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,10,38,start,4,lin,0.6250555732150089,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,10,39,start,4,lin,0.1260555732150089,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,11,40,start,4,lin,0.13645043809239452,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,11,41,start,4,lin,0.6354504380923945,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,11,42,start,4,lin,0.13645043809239452,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,11,43,start,4,lin,0.6354504380923945,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,12,44,start,4,lin,0.6454177780487753,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,12,45,start,4,lin,0.14641777804877532,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,12,46,start,4,lin,0.6454177780487753,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,12,47,start,4,lin,0.14641777804877532,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,13,48,start,4,lin,0.15603320992712927,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,13,49,start,4,lin,0.6550332099271292,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,13,50,start,4,lin,0.15603320992712927,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,13,51,start,4,lin,0.6550332099271292,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,14,52,start,4,lin,0.16535318841889038,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,14,53,start,4,lin,0.16535318841889038,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,14,54,start,4,lin,0.6643531884188904,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,14,55,start,4,lin,0.6643531884188904,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,15,56,start,4,lin,0.6727611046223798,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,15,57,start,4,lin,0.17376110462237981,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,15,58,start,4,lin,0.6727611046223798,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,15,59,start,4,lin,0.17376110462237981,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,16,60,start,4,lin,0.1819917236426999,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,16,61,start,4,lin,0.6809917236426999,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,16,62,start,4,lin,0.1819917236426999,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,16,63,start,4,lin,0.6809917236426999,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,17,64,start,4,lin,0.6891296328065071,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,17,65,start,4,lin,0.19012963280650702,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,17,66,start,4,lin,0.19012963280650702,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,17,67,start,4,lin,0.6891296328065071,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,18,68,start,4,lin,0.6972409897801691,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,18,69,start,4,lin,0.1982409897801691,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,18,70,start,4,lin,0.6972409897801691,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,18,71,start,4,lin,0.1982409897801691,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,19,72,start,4,lin,0.2062541350225909,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,19,73,start,4,lin,0.7052541350225909,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,19,74,start,4,lin,0.2062541350225909,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,19,75,start,4,lin,0.7052541350225909,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,20,76,start,4,lin,0.2141615429430304,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,20,77,start,4,lin,0.2141615429430304,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,20,78,start,4,lin,0.7131615429430304,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,20,79,start,4,lin,0.7131615429430304,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,21,80,start,4,lin,0.7203518434150047,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,21,81,start,4,lin,0.2213518434150047,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,21,82,start,4,lin,0.7203518434150047,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,21,83,start,4,lin,0.2213518434150047,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,22,84,start,4,lin,0.22867145575926578,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,22,85,start,4,lin,0.22867145575926578,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,22,86,start,4,lin,0.7276714557592658,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,22,87,start,4,lin,0.7276714557592658,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,23,88,start,4,lin,0.23599505780353291,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,23,89,start,4,lin,0.7349950578035329,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,23,90,start,4,lin,0.7349950578035329,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,23,91,start,4,lin,0.23599505780353291,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,24,92,start,4,lin,0.7417070723614859,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,24,93,start,4,lin,0.2427070723614859,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,24,94,start,4,lin,0.2427070723614859,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,24,95,start,4,lin,0.7417070723614859,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,25,96,start,4,lin,0.7484581908988307,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,25,97,start,4,lin,0.24945819089883067,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,25,98,start,4,lin,0.7484581908988307,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,25,99,start,4,lin,0.24945819089883067,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,26,100,start,4,lin,0.25635751159196735,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,26,101,start,4,lin,0.7553575115919673,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,26,102,start,4,lin,0.25635751159196735,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,26,103,start,4,lin,0.7553575115919673,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,27,104,start,4,lin,0.2632105366538379,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,27,105,start,4,lin,0.7622105366538379,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,27,106,start,4,lin,0.2632105366538379,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,27,107,start,4,lin,0.7622105366538379,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,28,108,start,4,lin,0.768561112965124,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,28,109,start,4,lin,0.2695611129651239,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,28,110,start,4,lin,0.2695611129651239,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,28,111,start,4,lin,0.768561112965124,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,29,112,start,4,lin,0.7751172815242267,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,29,113,start,4,lin,0.7751172815242267,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,29,114,start,4,lin,0.27611728152422665,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,29,115,start,4,lin,0.27611728152422665,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,30,116,start,4,lin,0.7816240704089812,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,30,117,start,4,lin,0.28262407040898124,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
